
JDBC::error: Column 'SystemLoad.CPYearID' is invalid in the select list because it is not contained in either an aggregate function or the GROUP BY clause.

Lookup::invrl: The argument Association[(Apply[#1 -> #2 & , #1, {1}] & )[SQLExecute[conn, systemQuery]]] is not a valid Association or a list of rules.
2016-10-17,14:24,PSEG,PE000010715544247741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010715586306572,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010720102251695,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010720940543483,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010721023942547,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010721024742547,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010725057338778,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010726152124473,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010726174538931,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010726174538931,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010726442666081,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010726789028360,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010728804510865,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010728834212019,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010735371681172,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010735866557992,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010737566996520,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010738367195853,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010740068191950,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010741244728912,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010741573994318,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010743587739733,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010746092513729,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010746515580972,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010749013802897,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010749095523961,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010749700006500,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010750130676664,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010750505998158,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010751153792385,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010759374108319,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010759374108319,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010759388108305,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010759388108305,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010759732017614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010760548707785,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010760800200590,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010761626075994,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010762024777314,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010762276310866,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010762591547672,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010763585668963,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010763894269424,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010764556674064,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010764871963293,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010764899063293,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010765169745083,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010765463484266,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010766072243694,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010766973178751,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010768748533105,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010769007528777,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010770079165303,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010771846272926,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010773958330620,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010774265205724,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010774878297651,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010778376384390,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010782708145881,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010783907878877,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010786063707060,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010786063707060,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010792098580470,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010792098580470,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010792220579946,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010793533020942,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000010798572326710,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010799302483174,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010800202326123,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010801644565721,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010804426405888,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010805488340417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010807122610682,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010807123410682,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010807646460571,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010808859278124,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010809391557275,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010809391557275,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010810427448099,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010810427448099,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010812140144614,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010812145044557,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010812280559236,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010812359745306,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010814394215345,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010815377612759,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010815377633312,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010816812179684,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010817176014335,2015,GLP-INT,Null,0.
2016-10-17,14:24,PSEG,PE000010817605888447,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010818496140105,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010819285788278,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010820572538245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010820573338245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010820619438245,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010822522836740,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010825614022314,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010826794921681,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010826864031654,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010826904459714,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010826905159714,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010827836750304,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010828483705514,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010828567765727,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010828567765727,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010828574392739,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829013121942,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829014921942,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829616149825,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829750857889,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010829939723924,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829939723924,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010829965257917,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010830001394792,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010830783607876,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010831169751717,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010831347966371,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010831383493271,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010832251243271,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010832282764091,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010832988964317,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010835521593169,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010838123727460,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010838123727460,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010839705040678,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010841128120522,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010841623123721,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010841623123721,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010841679359145,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010841904520570,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010842025803040,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010842508391579,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010842508391579,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010842982046080,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010843809491291,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010843929061337,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010843929061337,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010843931661363,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010843931661363,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010844656824655,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010844889574640,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010846149251475,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010846305093232,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010848860201564,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010849335466331,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010850058822376,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010850058822376,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010854658143971,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010855065855856,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010855714138883,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010857077184349,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010857097955106,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010859753593445,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010860371307059,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010860695586616,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010861683048228,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010861683048228,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010862300098724,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010862498220371,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010862843911215,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010864683746284,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010864683746284,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010864876719964,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010864876719964,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010866386553928,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010867418578290,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010867418578290,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010867590143908,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010867604043908,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010867959845890,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010868821924599,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010870927056410,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010870927056410,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010871705902457,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010872425340417,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010873893184494,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010873893184494,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010879559232040,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010883001936667,2014,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010885054658318,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010885166846164,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010886168390343,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010890260286656,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891209840491,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891209840491,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891313840130,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891381524355,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891382324393,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891386482763,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010891388082774,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010891403734921,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010891966315191,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010892540524655,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010893191658172,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010893489481481,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010893668344662,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010893668344662,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010895970199522,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010896601158327,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010896778786816,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010897700028633,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010897899020907,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010897899020907,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010897977443339,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010898349566449,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010898537598575,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010898578998701,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010899798231591,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010900256893087,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010903656672246,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905119344662,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010905832140200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905833940200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905845340200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905850340200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905859440200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010905888340200,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010908166115107,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000010908412993964,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010908729638520,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010908729638520,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010908991260941,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010909205688370,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010909485445333,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010915655410698,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010916578742179,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010917223982891,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010918859940829,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010919949743481,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010919949743481,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010919952196451,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010919952196451,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010920694685599,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010920694685599,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010921332242682,2015,LPLS-INT,Null,0.
2016-10-17,14:24,PSEG,PE000010921341340585,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010921897441329,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010921897441329,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010921900685462,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010922567243911,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010923436940754,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010925174404099,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010929080983176,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010929080983176,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010929864647741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010930149946065,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010930650627138,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010930680392601,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010933298196456,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010933544864970,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010933774140208,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010934551283789,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010935671769213,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010935977828354,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010936068561435,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010938049398751,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010939506173451,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010941824445517,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010946383678861,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010948069926722,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010950912514956,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010951157607318,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010952447025627,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010952667326773,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010953379498082,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010957288336959,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010959520747741,2014,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010959520747741,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010960418119679,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010971660597976,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010971672010818,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010972822010814,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010974763439585,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010974787363679,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010975251914020,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010976103141121,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010976551135573,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010981155428505,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010981278425721,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010981421036890,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010981422836890,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010986332496909,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010986367052368,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010989892499102,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010990730349811,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010991694053354,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010991774064692,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010992227897029,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010992892964084,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010993929873153,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010994034673173,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010994041179051,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010994512173240,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010995527898783,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000010995743173621,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000010996628374927,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011001313324156,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011001406522845,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011002085673615,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011003059070116,2014,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011003086390537,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011003682908305,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011003682908305,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011005108338792,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011005158831455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011005195031455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011005450931455,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011006544810866,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011008045443827,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011008092682322,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011008184176450,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011008808523309,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011011291978792,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011011402284883,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011013415243118,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011015536338619,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011016060349623,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011016393820522,2015,LPLS-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011017570046162,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011018563464597,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011020036771067,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011020279388809,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011022537216390,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011022955669146,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011025200443956,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011025200443956,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011025847274774,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011027378645892,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011035283816801,2016,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011037532683157,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011038693500495,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011043546899041,2016,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011046310671453,2015,GLP-NON,Null,0.
2016-10-17,14:24,PSEG,PE000011046400542970,2015,GLP-NON,GLP,0.
2016-10-17,14:24,PSEG,PE000011046400542970,2016,GLP-NON,GLP,0.
